pid,order,step,technique,task,size,trial,pAnswer,correctAnswer,startTime,endTime,completionTime,clicksLink,clicksNode,penDownTime
p6,B,S1,active,degree,n20,t0,2,5,-1965621745,-1965561739,60006,0,0,6081
p6,B,S3,baseline,degree,n40,t1,6,9,-1964310951,-1964283672,27279,0,0,0
p6,B,S2,baseline,reach,n40,t2,16,15,-1964696532,-1964657818,38714,0,0,0
p6,B,S0,active,reach,n80,t0,26,25,-1966160661,-1966077025,83636,0,0,4570
p6,B,S0,active,reach,n20,t1,8,11,-1966860017,-1966805875,54142,0,0,3455
p6,B,S1,active,degree,n80,t0,9,19,-1965336700,-1965295863,40837,0,0,1551
p6,B,S3,baseline,degree,n20,t2,6,3,-1964330784,-1964315638,15146,0,0,0
p6,B,S2,baseline,reach,n80,t2,27,30,-1964654167,-1964601546,52621,0,0,0
p6,B,S0,active,reach,n40,t1,13,13,-1966408896,-1966344086,64810,0,0,5701
p6,B,S2,baseline,reach,n20,t1,10,11,-1964940776,-1964868154,72622,15,0,0
p6,B,S3,baseline,degree,n80,t2,44,16,-1964205119,-1964179746,25373,0,0,0
p6,B,S1,active,degree,n40,t1,6,9,-1965457435,-1965378145,79290,0,0,8122
p6,B,S3,baseline,degree,n40,t2,8,7,-1964282122,-1964261962,20160,0,0,0
p6,B,S1,active,degree,n20,t1,3,4,-1965692717,-1965655639,37078,0,0,6884
p6,B,S2,baseline,reach,n40,t1,14,13,-1964759708,-1964729939,29769,0,0,0
p6,B,S0,active,reach,n80,t1,20,21,-1966073781,-1965985563,88218,0,0,53272
p6,B,S0,active,reach,n20,t0,6,8,-1966679960,-1966640903,39057,0,0,1901
p6,B,S1,active,degree,n80,t1,16,13,-1965218134,-1965178169,39965,0,0,1068
p6,B,S3,baseline,degree,n20,t1,4,4,-1964394512,-1964375599,18913,0,0,0
p6,B,S0,active,reach,n40,t2,11,15,-1966635925,-1966565562,70363,0,0,15702
p6,B,S2,baseline,reach,n80,t3,24,28,-1964547153,-1964497962,49191,0,0,0
p6,B,S1,active,degree,n20,t2,3,3,-1965654447,-1965622791,31656,0,0,3844
p6,B,S3,baseline,degree,n80,t3,13,14,-1964176996,-1964154918,22078,0,0,0
p6,B,S1,active,degree,n40,t2,3,7,-1965485316,-1965458648,26668,0,0,3560
p6,B,S2,baseline,reach,n20,t0,7,8,-1964867080,-1964843111,23969,0,0,0
p6,B,S3,baseline,degree,n40,t3,5,8,-1964246458,-1964235158,11300,0,0,0
p6,B,S2,baseline,reach,n40,t0,12,16,-1964812471,-1964761063,51408,0,0,0
p6,B,S0,active,reach,n80,t2,32,30,-1965984199,-1965826632,157567,0,0,8388
p6,B,S1,active,degree,n80,t2,17,16,-1965293569,-1965259164,34405,0,0,1241
p6,B,S3,baseline,degree,n20,t0,3,5,-1964374195,-1964331830,42365,0,0,0
p6,B,S0,active,reach,n20,t3,7,9,-1966804005,-1966742171,61834,0,0,3333
p7,C,S3,active,reach,n20,t0,8,8,-1954230582,-1954210757,19825,0,6,2634
p7,C,S0,baseline,degree,n80,t2,12,16,-1956720744,-1956656331,64413,2,48,0
p7,C,S3,active,reach,n80,t1,18,21,-1954058423,-1954031823,26600,0,3,6831
p7,C,S2,active,degree,n40,t2,7,7,-1955192703,-1955111372,81331,2,35,8328
p7,C,S0,baseline,degree,n20,t1,2,4,-1957953245,-1957888666,64579,1,25,0
p7,C,S1,baseline,reach,n40,t0,15,16,-1956176038,-1956081572,94466,4,22,0
p7,C,S0,baseline,degree,n40,t1,2,9,-1957689808,-1957602411,87397,1,32,0
p7,C,S1,baseline,reach,n20,t3,9,9,-1956370178,-1956350410,19768,0,7,0
p7,C,S2,active,degree,n80,t2,16,16,-1954584151,-1954452719,131432,7,65,18175
p7,C,S3,active,reach,n40,t0,15,16,-1954130974,-1954097074,33900,1,6,6533
p7,C,S2,active,degree,n20,t1,4,4,-1955355380,-1955309956,45424,0,28,1847
p7,C,S1,baseline,reach,n80,t0,29,25,-1955834534,-1955732240,102294,3,64,0
p7,C,S1,baseline,reach,n40,t3,12,14,-1956345288,-1956318149,27139,0,9,0
p7,C,S2,active,degree,n40,t3,7,8,-1955109734,-1955022834,86900,4,39,7640
p7,C,S3,active,reach,n20,t1,11,11,-1954308466,-1954269728,38738,0,5,4917
p7,C,S3,active,reach,n80,t0,19,25,-1953922418,-1953888695,33723,0,4,7815
p7,C,S0,baseline,degree,n20,t2,3,3,-1957806936,-1957712693,94243,2,25,0
p7,C,S0,baseline,degree,n80,t1,12,13,-1956647149,-1956537130,110019,7,61,0
p7,C,S0,baseline,degree,n40,t2,7,7,-1957563878,-1957445801,118077,3,38,0
p7,C,S2,active,degree,n80,t3,14,14,-1954725209,-1954585613,139596,2,78,17905
p7,C,S2,active,degree,n20,t0,5,5,-1955402213,-1955356890,45323,1,17,2492
p7,C,S3,active,reach,n40,t1,14,13,-1954206884,-1954169886,36998,0,8,5656
p7,C,S1,baseline,reach,n80,t3,32,28,-1955979281,-1955843612,135669,2,33,0
p7,C,S1,baseline,reach,n20,t0,8,8,-1956434716,-1956417177,17539,0,5,0
p7,C,S3,active,reach,n80,t3,28,28,-1954023155,-1953984754,38401,0,4,13059
p7,C,S2,active,degree,n40,t0,9,9,-1955251045,-1955194340,56705,0,40,3951
p7,C,S3,active,reach,n20,t2,7,7,-1954245914,-1954232092,13822,1,3,2365
p7,C,S0,baseline,degree,n20,t3,4,5,-1957877004,-1957820686,56318,3,25,0
p7,C,S0,baseline,degree,n80,t0,15,19,-1957144115,-1956920518,223597,4,92,0
p7,C,S1,baseline,reach,n40,t2,16,15,-1956263818,-1956178777,85041,5,16,0
p7,C,S3,active,reach,n40,t2,15,15,-1954095023,-1954063839,31184,1,5,5839
p7,C,S0,baseline,degree,n40,t3,6,8,-1957319600,-1957177439,142161,6,57,0
p7,C,S2,active,degree,n80,t0,19,19,-1954920797,-1954727765,193032,2,59,21481
p7,C,S2,active,degree,n20,t3,4,5,-1955308524,-1955262444,46080,0,25,1891
p7,C,S1,baseline,reach,n80,t2,27,30,-1955723507,-1955642608,80899,2,19,0
p7,C,S1,baseline,reach,n20,t1,11,11,-1956414415,-1956390369,24046,0,7,0
p7,C,S0,baseline,degree,n80,t3,10,14,-1956906536,-1956750357,156179,2,115,0
p7,C,S3,active,reach,n20,t3,10,9,-1954268343,-1954247393,20950,0,5,3762
p7,C,S3,active,reach,n80,t2,27,30,-1953982207,-1953925642,56565,0,7,12505
p7,C,S2,active,degree,n40,t1,9,9,-1955009564,-1954927556,82008,12,47,7739
p7,C,S1,baseline,reach,n40,t1,13,13,-1956313055,-1956265629,47426,0,12,0
p7,C,S0,baseline,degree,n20,t0,2,5,-1958008662,-1957972788,35874,4,18,0
p7,C,S1,baseline,reach,n20,t2,7,7,-1956388344,-1956371794,16550,0,3,0
p7,C,S2,active,degree,n80,t1,13,13,-1954450580,-1954357074,93506,4,83,10118
p7,C,S3,active,reach,n40,t3,13,14,-1954162312,-1954133742,28570,0,7,5303
p7,C,S2,active,degree,n20,t2,3,3,-1955438465,-1955405041,33424,0,19,1403
p7,C,S1,baseline,reach,n80,t1,21,21,-1956066764,-1955984794,81970,4,40,0
p7,C,S0,baseline,degree,n40,t0,6,9,-1957442267,-1957335405,106862,3,32,0
p8,D,S3,active,degree,n40,t1,8,9,-1706273244,-1706247329,25915,1,18,2380
p8,D,S0,baseline,reach,n40,t0,16,16,-1708125598,-1708043994,81604,2,46,0
p8,D,S0,baseline,reach,n20,t0,7,8,-1708394602,-1708382951,11651,0,5,0
p8,D,S1,baseline,degree,n80,t1,12,13,-1707291300,-1707251271,40029,2,32,0
p8,D,S1,baseline,degree,n20,t0,5,5,-1707666806,-1707623186,43620,0,31,0
p8,D,S2,active,reach,n40,t1,13,13,-1706795987,-1706765897,30090,0,8,6181
p8,D,S3,active,degree,n80,t1,12,13,-1706033586,-1705964039,69547,4,54,3718
p8,D,S0,baseline,reach,n80,t0,24,25,-1707893018,-1707845939,47079,62,68,0
p8,D,S3,active,degree,n20,t0,5,5,-1706418092,-1706391449,26643,2,17,1422
p8,D,S1,baseline,degree,n40,t0,8,9,-1707455222,-1707418509,36713,0,24,0
p8,D,S2,active,reach,n20,t0,8,8,-1706960550,-1706944957,15593,0,5,3179
p8,D,S2,active,reach,n80,t1,21,21,-1706681302,-1706648645,32657,1,8,7551
p8,D,S3,active,degree,n40,t2,7,7,-1706341745,-1706313727,28018,1,18,1973
p8,D,S1,baseline,degree,n20,t1,3,4,-1707621520,-1707593968,27552,0,22,0
p8,D,S0,baseline,reach,n20,t1,10,11,-1708295818,-1708258869,36949,0,14,0
p8,D,S0,baseline,reach,n40,t1,13,13,-1708154942,-1708127233,27709,1,16,0
p8,D,S1,baseline,degree,n80,t0,14,19,-1707351722,-1707295899,55823,3,53,0
p8,D,S2,active,reach,n40,t2,14,15,-1706878771,-1706852439,26332,0,5,6426
p8,D,S3,active,degree,n80,t2,14,16,-1706191225,-1706122027,69198,6,43,4407
p8,D,S0,baseline,reach,n80,t1,21,21,-1708036825,-1708005002,31823,1,16,0
p8,D,S3,active,degree,n20,t3,5,5,-1706370055,-1706345969,24086,0,15,1300
p8,D,S2,active,reach,n80,t2,30,30,-1706647008,-1706578091,68917,1,28,9039
p8,D,S1,baseline,degree,n40,t1,8,9,-1707585308,-1707541475,43833,3,31,0
p8,D,S2,active,reach,n20,t3,10,9,-1706921336,-1706894141,27195,0,7,4075
p8,D,S1,baseline,degree,n20,t2,2,3,-1707703434,-1707678486,24948,3,12,0
p8,D,S3,active,degree,n40,t3,8,8,-1706241384,-1706197771,43613,4,28,2350
p8,D,S1,baseline,degree,n80,t3,14,14,-1707248221,-1707211767,36454,1,37,0
p8,D,S0,baseline,reach,n20,t2,7,7,-1708312416,-1708298363,14053,1,4,0
p8,D,S0,baseline,reach,n40,t2,18,15,-1708239558,-1708207597,31961,25,14,0
p8,D,S2,active,reach,n40,t3,14,14,-1706764522,-1706733607,30915,0,11,5839
p8,D,S3,active,degree,n80,t3,14,14,-1705958277,-1705905986,52291,2,27,4582
p8,D,S1,baseline,degree,n40,t2,7,7,-1707496770,-1707456965,39805,4,29,0
p8,D,S0,baseline,reach,n80,t2,35,30,-1708003298,-1707942777,60521,2,31,0
p8,D,S3,active,degree,n20,t2,3,3,-1706441645,-1706419409,22236,1,14,791
p8,D,S2,active,reach,n80,t3,28,28,-1706729046,-1706682521,46525,0,12,12772
p8,D,S2,active,reach,n20,t2,7,7,-1706974506,-1706962003,12503,0,3,2318
p8,D,S1,baseline,degree,n20,t3,5,5,-1707725622,-1707704769,20853,0,17,0
p8,D,S0,baseline,reach,n20,t3,10,9,-1708357268,-1708314895,42373,1,18,0
p8,D,S3,active,degree,n40,t0,9,9,-1706312120,-1706274321,37799,1,30,3067
p8,D,S0,baseline,reach,n40,t3,15,14,-1708192432,-1708157575,34857,0,16,0
p8,D,S2,active,reach,n40,t0,15,16,-1706839521,-1706801421,38100,1,11,8485
p8,D,S1,baseline,degree,n80,t2,14,16,-1707411090,-1707354869,56221,2,26,0
p8,D,S1,baseline,degree,n40,t3,8,8,-1707538706,-1707498640,40066,2,32,0
p8,D,S3,active,degree,n80,t0,16,19,-1706117418,-1706037517,79901,3,55,7071
p8,D,S3,active,degree,n20,t1,4,4,-1706390267,-1706371234,19033,0,12,1070
p8,D,S0,baseline,reach,n80,t3,30,28,-1707939630,-1707895979,43651,1,18,0
p8,D,S2,active,reach,n20,t1,10,11,-1706943650,-1706923495,20155,0,4,3740
p8,D,S2,active,reach,n80,t0,24,25,-1706576620,-1706546490,30130,0,4,5872
p9,A,S0,active,degree,n20,t2,3,3,-1698242737,-1698193428,49309,0,0,2540
p9,A,S2,baseline,degree,n40,t3,6,8,-1694983051,-1694907190,75861,3,21,0
p9,A,S3,baseline,reach,n20,t1,10,11,-1694479681,-1694465368,14313,0,1,0
p9,A,S1,active,reach,n40,t1,14,13,-1696123959,-1696041088,82871,0,0,10054
p9,A,S3,baseline,reach,n80,t2,30,30,-1694148613,-1694085496,63117,0,1,0
p9,A,S0,active,degree,n80,t3,12,14,-1696999725,-1696799295,200430,0,0,63555
p9,A,S0,active,degree,n40,t2,6,7,-1697500408,-1697375344,125064,0,0,3917
p9,A,S2,baseline,degree,n80,t3,11,14,-1694837866,-1694760446,77420,0,14,0
p9,A,S1,active,reach,n20,t0,8,8,-1696321440,-1696282725,38715,0,0,3158
p9,A,S2,baseline,degree,n20,t2,3,3,-1695205326,-1695184589,20737,0,7,0
p9,A,S3,baseline,reach,n40,t1,10,13,-1694333541,-1694313670,19871,0,1,0
p9,A,S1,active,reach,n80,t1,21,21,-1695746339,-1695627383,118956,0,0,7123
p9,A,S0,active,degree,n20,t3,6,5,-1698097786,-1698023021,74765,0,0,3808
p9,A,S2,baseline,degree,n40,t0,6,9,-1695034593,-1694987282,47311,0,12,0
p9,A,S1,active,reach,n80,t0,23,25,-1695506853,-1695417448,89405,0,0,7736
p9,A,S3,baseline,reach,n20,t2,7,7,-1694462589,-1694449574,13015,0,1,0
p9,A,S1,active,reach,n40,t0,11,16,-1696188502,-1696131448,57054,0,0,10306
p9,A,S0,active,degree,n80,t2,1,16,-1697365062,-1697161110,203952,0,0,62106
p9,A,S2,baseline,degree,n20,t1,4,4,-1695235407,-1695207029,28378,0,13,0
p9,A,S0,active,degree,n40,t3,8,8,-1697722502,-1697502449,220053,0,0,40701
p9,A,S1,active,reach,n20,t1,11,11,-1696479464,-1696428918,50546,0,0,7837
p9,A,S3,baseline,reach,n40,t2,11,15,-1694374465,-1694337377,37088,0,1,0
p9,A,S3,baseline,reach,n80,t1,16,21,-1694281017,-1694246233,34784,0,1,0
p9,A,S2,baseline,degree,n80,t0,8,19,-1694620385,-1694574267,46118,2,23,0
p9,A,S0,active,degree,n20,t0,4,5,-1698321056,-1698249816,71240,0,0,2936
p9,A,S3,baseline,reach,n20,t3,9,9,-1694448160,-1694434620,13540,0,1,0
p9,A,S2,baseline,degree,n40,t1,5,9,-1694902717,-1694847028,55689,3,10,0
p9,A,S0,active,degree,n80,t1,12,13,-1696795136,-1696633671,161465,0,0,13591
p9,A,S1,active,reach,n40,t3,12,14,-1696274779,-1696193615,81164,0,0,6580
p9,A,S2,baseline,degree,n20,t0,3,5,-1695145251,-1695100332,44919,2,19,0
p9,A,S0,active,degree,n40,t0,7,9,-1697998373,-1697864585,133788,0,0,35971
p9,A,S1,active,reach,n20,t2,7,7,-1696362422,-1696323737,38685,0,0,4378
p9,A,S3,baseline,reach,n40,t3,16,14,-1694416967,-1694376808,40159,0,1,0
p9,A,S2,baseline,degree,n80,t1,13,13,-1694690039,-1694622266,67773,2,22,0
p9,A,S3,baseline,reach,n80,t0,25,25,-1694189012,-1694150094,38918,0,1,0
p9,A,S1,active,reach,n80,t3,26,28,-1695625513,-1695514304,111209,0,0,11954
p9,A,S0,active,degree,n20,t1,1,4,-1698191244,-1698104306,86938,0,0,9785
p9,A,S3,baseline,reach,n20,t0,7,8,-1694433023,-1694421092,11931,0,1,0
p9,A,S2,baseline,degree,n40,t2,6,7,-1695093176,-1695039298,53878,3,22,0
p9,A,S0,active,degree,n80,t0,3,19,-1697141201,-1697005855,135346,0,0,12569
p9,A,S3,baseline,reach,n40,t0,9,16,-1694311695,-1694286363,25332,0,1,0
p9,A,S3,baseline,reach,n80,t3,28,28,-1694244296,-1694191036,53260,0,1,0
p9,A,S1,active,reach,n40,t2,15,15,-1696030928,-1695935024,95904,0,0,13093
p9,A,S1,active,reach,n20,t3,8,9,-1696427166,-1696367390,59776,0,0,4882
p9,A,S0,active,degree,n40,t1,1,9,-1697856891,-1697734167,122724,0,0,44430
p9,A,S2,baseline,degree,n80,t2,20,16,-1694756901,-1694693698,63203,4,36,0
p9,A,S2,baseline,degree,n20,t3,5,5,-1695182828,-1695146607,36221,0,15,0
p9,A,S1,active,reach,n80,t2,29,30,-1695929919,-1695754399,175520,0,0,15225
p10,B,S0,active,reach,n40,t3,15,14,-1611139100,-1611065397,73703,0,20,4710
p10,B,S3,baseline,degree,n80,t0,15,19,-1607519208,-1607446725,72483,3,48,0
p10,B,S2,baseline,reach,n20,t3,9,9,-1608890505,-1608866419,24086,0,6,0
p10,B,S1,active,degree,n20,t3,4,5,-1610652435,-1610616771,35664,0,0,6860
p10,B,S1,active,degree,n40,t3,7,8,-1610237451,-1610154207,83244,0,30,6307
p10,B,S2,baseline,reach,n80,t0,29,25,-1608509586,-1608432755,76831,1,38,0
p10,B,S0,active,reach,n20,t3,11,9,-1611411652,-1611372242,39410,0,14,15
p10,B,S3,baseline,degree,n20,t3,5,5,-1608101552,-1608037951,63601,0,31,0
p10,B,S0,active,reach,n80,t3,28,28,-1610885371,-1610840776,44595,1,7,4841
p10,B,S2,baseline,reach,n40,t3,14,14,-1608657444,-1608604671,52773,2,23,0
p10,B,S0,active,reach,n20,t2,7,7,-1611449452,-1611437703,11749,0,4,3
p10,B,S1,active,degree,n80,t3,14,14,-1609456126,-1609287184,168942,0,43,14206
p10,B,S3,baseline,degree,n40,t3,8,8,-1607826785,-1607780114,46671,2,24,0
p10,B,S1,active,degree,n20,t2,3,3,-1610527091,-1610453252,73839,1,21,6739
p10,B,S2,baseline,reach,n80,t3,29,28,-1608599006,-1608512471,86535,48,70,0
p10,B,S0,active,reach,n40,t2,14,15,-1611213889,-1611144899,68990,0,10,4374
p10,B,S3,baseline,degree,n80,t3,15,14,-1607591891,-1607520727,71164,2,42,0
p10,B,S1,active,degree,n40,t2,7,7,-1610143778,-1610064075,79703,1,18,6006
p10,B,S2,baseline,reach,n20,t0,8,8,-1608907104,-1608892240,14864,0,6,0
p10,B,S3,baseline,degree,n20,t0,5,5,-1608036517,-1607992102,44415,1,26,0
p10,B,S0,active,reach,n80,t2,30,30,-1611056690,-1610984470,72220,0,14,11519
p10,B,S1,active,degree,n80,t2,16,16,-1609963014,-1609687020,275994,2,64,18229
p10,B,S2,baseline,reach,n40,t0,17,16,-1608706274,-1608659835,46439,0,15,0
p10,B,S3,baseline,degree,n40,t0,7,9,-1607893608,-1607828334,65274,0,21,0
p10,B,S0,active,reach,n40,t1,13,13,-1611309284,-1611272567,36717,0,15,15
p10,B,S2,baseline,reach,n80,t2,33,30,-1608430306,-1608315570,114736,88,115,0
p10,B,S3,baseline,degree,n80,t2,16,16,-1607660906,-1607594167,66739,1,57,0
p10,B,S1,active,degree,n40,t1,9,9,-1610381093,-1610239309,141784,1,28,12138
p10,B,S2,baseline,reach,n20,t1,11,11,-1608844076,-1608825424,18652,0,6,0
p10,B,S3,baseline,degree,n20,t1,3,4,-1608169540,-1608138363,31177,0,12,0
p10,B,S2,baseline,reach,n40,t1,13,13,-1608817171,-1608768932,48239,0,11,0
p10,B,S0,active,reach,n80,t1,21,21,-1610982321,-1610927401,54920,0,11,6302
p10,B,S0,active,reach,n20,t0,8,8,-1611434547,-1611414895,19652,0,8,8
p10,B,S1,active,degree,n80,t1,13,13,-1609685015,-1609458353,226662,1,66,15995
p10,B,S3,baseline,degree,n40,t1,8,9,-1607987271,-1607895080,92191,2,38,0
p10,B,S1,active,degree,n20,t0,4,5,-1610607030,-1610532416,74614,0,17,5724
p10,B,S0,active,reach,n40,t0,17,16,-1611269247,-1611219845,49402,0,12,13
p10,B,S3,baseline,degree,n80,t1,12,13,-1607724971,-1607665776,59195,2,34,0
p10,B,S1,active,degree,n40,t0,9,9,-1610061295,-1609970925,90370,1,30,8970
p10,B,S2,baseline,reach,n20,t2,7,7,-1608864908,-1608845548,19360,0,6,0
p10,B,S2,baseline,reach,n80,t1,20,21,-1608311676,-1608261657,50019,0,7,0
p10,B,S3,baseline,degree,n20,t2,3,3,-1608134538,-1608103111,31427,1,16,0
p10,B,S1,active,degree,n80,t0,18,19,-1609285432,-1609100578,184854,7,56,16092
p10,B,S2,baseline,reach,n40,t2,15,15,-1608767277,-1608707735,59542,2,21,0
p10,B,S0,active,reach,n80,t0,25,25,-1610925408,-1610888537,36871,0,6,2898
p10,B,S0,active,reach,n20,t1,11,11,-1611368816,-1611323529,45287,2,11,12
p10,B,S1,active,degree,n20,t1,4,4,-1610451403,-1610389517,61886,0,17,4862
p10,B,S3,baseline,degree,n40,t2,7,7,-1607777907,-1607729483,48424,0,24,0
p11,C,S3,active,reach,n20,t0,8,8,-1524972370,-1524953009,19361,0,5,1611
p11,C,S2,active,degree,n40,t2,7,7,-1525836546,-1525707592,128954,1,34,11558
p11,C,S3,active,reach,n80,t1,21,21,-1524711248,-1524656040,55208,0,8,5000
p11,C,S0,baseline,degree,n40,t1,8,9,-1528480709,-1528421950,58759,0,19,0
p11,C,S1,baseline,reach,n80,t0,18,25,-1526736461,-1526655102,81359,0,39,0
p11,C,S0,baseline,degree,n40,t2,7,7,-1528413844,-1528355580,58264,0,21,0
p11,C,S2,active,degree,n80,t2,16,16,-1525325356,-1525199307,126049,2,41,4418
p11,C,S2,active,degree,n20,t1,4,4,-1526311469,-1526275479,35990,0,16,2767
p11,C,S3,active,reach,n40,t0,16,16,-1524895840,-1524835145,60695,0,16,2345
p11,C,S0,baseline,degree,n80,t1,12,13,-1527809992,-1527636119,173873,5,86,0
p11,C,S1,baseline,reach,n40,t3,13,14,-1527178860,-1527113731,65129,2,20,0
p11,C,S0,baseline,degree,n20,t2,3,3,-1528647937,-1528617168,30769,0,12,0
p11,C,S0,baseline,degree,n20,t0,4,5,-1528537316,-1528496272,41044,0,15,0
p11,C,S3,active,reach,n80,t2,30,30,-1524583218,-1524505044,78174,1,7,4547
p11,C,S2,active,degree,n40,t1,9,9,-1526093143,-1525965159,127984,0,30,20918
p11,C,S3,active,reach,n20,t3,9,9,-1524950705,-1524927402,23303,0,6,1858
p11,C,S1,baseline,reach,n80,t1,20,21,-1527033095,-1526960190,72905,1,29,0
p11,C,S0,baseline,degree,n40,t0,7,9,-1528352820,-1528280736,72084,1,36,0
p11,C,S1,baseline,reach,n20,t2,7,7,-1527527454,-1527505441,22013,0,4,0
p11,C,S1,baseline,reach,n20,t3,10,9,-1527440426,-1527415294,25132,0,10,0
p11,C,S3,active,reach,n40,t3,14,14,-1524797752,-1524755228,42524,0,8,2100
p11,C,S2,active,degree,n80,t1,13,13,-1525197101,-1525081523,115578,1,65,4288
p11,C,S2,active,degree,n20,t2,3,3,-1526273706,-1526243383,30323,0,19,1867
p11,C,S1,baseline,reach,n40,t2,15,15,-1527351124,-1527263302,87822,0,34,0
p11,C,S0,baseline,degree,n20,t1,4,4,-1528576278,-1528539892,36386,0,11,0
p11,C,S0,baseline,degree,n80,t0,14,19,-1528205681,-1528094130,111551,1,61,0
p11,C,S2,active,degree,n40,t0,9,9,-1526235857,-1526094749,141108,0,41,20847
p11,C,S3,active,reach,n80,t3,28,28,-1524503254,-1524449817,53437,0,4,5569
p11,C,S3,active,reach,n20,t2,7,7,-1524990054,-1524974142,15912,0,4,1210
p11,C,S1,baseline,reach,n80,t2,32,30,-1526957807,-1526740275,217532,6,90,0
p11,C,S1,baseline,reach,n20,t1,12,11,-1527502808,-1527482332,20476,0,6,0
p11,C,S2,active,degree,n20,t3,5,5,-1526461882,-1526381633,80249,0,29,8020
p11,C,S2,active,degree,n80,t0,19,19,-1525443238,-1525328096,115142,1,57,6952
